wavelength,flux,phase,object_id
8933.283,3.59536032e-21,0,SN20088677_ou
8966.293,3.28903531e-21,0,SN20088677_ou
8999.638,3.38929016e-21,0,SN20088677_ou
9033.324,3.11629108e-21,0,SN20088677_ou
9067.356,3.19866664e-21,0,SN20088677_ou
9101.737,3.09009999e-21,0,SN20088677_ou
9136.473,3.02839223e-21,0,SN20088677_ou
9171.566,2.88144327e-21,0,SN20088677_ou
9207.023,3.02555365e-21,0,SN20088677_ou
9242.849,2.86597605e-21,0,SN20088677_ou
9279.045,2.62602905e-21,0,SN20088677_ou
9315.618,2.82920892e-21,0,SN20088677_ou
9352.573,3.03231468e-21,0,SN20088677_ou
9389.915,3.1373545e-21,0,SN20088677_ou
9427.647,3.45351662e-21,0,SN20088677_ou
9465.775,3.53211938e-21,0,SN20088677_ou
9504.305,3.4607282e-21,0,SN20088677_ou
9543.239,3.59717988e-21,0,SN20088677_ou
9582.584,3.73876105e-21,0,SN20088677_ou
9622.345,3.65387325e-21,0,SN20088677_ou
9662.526,3.63753886e-21,0,SN20088677_ou
9703.133,3.58079904e-21,0,SN20088677_ou
9744.171,3.42591149e-21,0,SN20088677_ou
9785.645,3.2414389e-21,0,SN20088677_ou
9827.559,3.00965284e-21,0,SN20088677_ou
9869.919,3.04854143e-21,0,SN20088677_ou
9912.731,2.76100509e-21,0,SN20088677_ou
9956,2.58541157e-21,0,SN20088677_ou
9999.73,2.4391664e-21,0,SN20088677_ou
10043.93,2.55304671e-21,0,SN20088677_ou
10088.6,2.20266141e-21,0,SN20088677_ou
10133.74,2.12484039e-21,0,SN20088677_ou
10179.38,2.22645052e-21,0,SN20088677_ou
10225.49,1.94871292e-21,0,SN20088677_ou
10272.11,2.08825219e-21,0,SN20088677_ou
10319.22,2.10930672e-21,0,SN20088677_ou
10366.83,2.09770378e-21,0,SN20088677_ou
10414.96,2.05765923e-21,0,SN20088677_ou
10463.6,1.9526075e-21,0,SN20088677_ou
10512.75,1.89469334e-21,0,SN20088677_ou
10562.44,1.81994437e-21,0,SN20088677_ou
10612.65,1.92035351e-21,0,SN20088677_ou
10663.4,1.62020529e-21,0,SN20088677_ou
10714.69,1.56319566e-21,0,SN20088677_ou
10766.53,1.46908731e-21,0,SN20088677_ou
10818.92,1.29268751e-21,0,SN20088677_ou
10871.86,1.41181899e-21,0,SN20088677_ou
10925.36,1.24875071e-21,0,SN20088677_ou
10979.43,1.13589518e-21,0,SN20088677_ou
11034.07,1.17109256e-21,0,SN20088677_ou
11089.28,1.06435133e-21,0,SN20088677_ou
11145.08,1.07787611e-21,0,SN20088677_ou
11201.45,9.91548832e-22,0,SN20088677_ou
11258.42,9.97833668e-22,0,SN20088677_ou
11315.97,9.42759918e-22,0,SN20088677_ou
11374.12,9.11307769e-22,0,SN20088677_ou
11432.88,9.45759458e-22,0,SN20088677_ou
11492.24,1.02870784e-21,0,SN20088677_ou
11552.2,9.02883895e-22,0,SN20088677_ou
11612.78,9.57640384e-22,0,SN20088677_ou
11673.97,9.24781462e-22,0,SN20088677_ou
11735.78,9.27780093e-22,0,SN20088677_ou
11798.21,9.03757827e-22,0,SN20088677_ou
11861.26,9.54949422e-22,0,SN20088677_ou
11924.93,9.54486455e-22,0,SN20088677_ou
11989.24,9.39594478e-22,0,SN20088677_ou
12054.17,1.06735218e-21,0,SN20088677_ou
12119.74,1.01029924e-21,0,SN20088677_ou
12185.94,1.08268279e-21,0,SN20088677_ou
12252.77,1.02668381e-21,0,SN20088677_ou
12320.24,1.10880683e-21,0,SN20088677_ou
12388.35,1.07120293e-21,0,SN20088677_ou
12457.09,9.92341176e-22,0,SN20088677_ou
12526.46,1.00006439e-21,0,SN20088677_ou
12596.47,9.59146213e-22,0,SN20088677_ou
12667.12,9.16231472e-22,0,SN20088677_ou
12738.4,9.10629323e-22,0,SN20088677_ou
12810.31,8.94231921e-22,0,SN20088677_ou
12882.85,8.88469627e-22,0,SN20088677_ou
12956.02,8.57182873e-22,0,SN20088677_ou
13029.82,8.50562601e-22,0,SN20088677_ou
13104.23,8.06537196e-22,0,SN20088677_ou
13179.27,8.40974344e-22,0,SN20088677_ou
13254.91,7.34136779e-22,0,SN20088677_ou
13331.17,8.16991609e-22,0,SN20088677_ou
13408.04,6.99273468e-22,0,SN20088677_ou
13485.5,6.15519917e-22,0,SN20088677_ou
13563.56,6.77400943e-22,0,SN20088677_ou
13642.21,6.21011954e-22,0,SN20088677_ou
13721.43,6.69189015e-22,0,SN20088677_ou
13801.24,6.46278727e-22,0,SN20088677_ou
13881.6,6.48306743e-22,0,SN20088677_ou
13962.53,6.10505639e-22,0,SN20088677_ou
14044,6.19002466e-22,0,SN20088677_ou
14126.02,5.82172936e-22,0,SN20088677_ou
14208.56,5.5355387e-22,0,SN20088677_ou
14291.63,5.0850494e-22,0,SN20088677_ou
14375.21,4.18447241e-22,0,SN20088677_ou
14459.28,4.37650387e-22,0,SN20088677_ou
14543.84,3.52866495e-22,0,SN20088677_ou
14628.88,3.65591162e-22,0,SN20088677_ou
14714.38,3.44806659e-22,0,SN20088677_ou
14800.33,2.78740202e-22,0,SN20088677_ou
14886.72,2.79217128e-22,0,SN20088677_ou
14973.53,3.01138045e-22,0,SN20088677_ou
15060.75,2.99706938e-22,0,SN20088677_ou
15148.36,3.06213539e-22,0,SN20088677_ou
15236.35,3.45883927e-22,0,SN20088677_ou
15324.7,3.36073577e-22,0,SN20088677_ou
15413.41,3.36275829e-22,0,SN20088677_ou
15502.44,3.52859755e-22,0,SN20088677_ou
15591.79,3.24025614e-22,0,SN20088677_ou
15681.44,3.61990447e-22,0,SN20088677_ou
15771.37,3.18944567e-22,0,SN20088677_ou
15861.56,3.16549459e-22,0,SN20088677_ou
15952.01,3.317952e-22,0,SN20088677_ou
16042.68,3.08848233e-22,0,SN20088677_ou
16133.56,3.29372576e-22,0,SN20088677_ou
16224.64,3.22227718e-22,0,SN20088677_ou
16315.9,2.81025929e-22,0,SN20088677_ou
16407.31,3.2409988e-22,0,SN20088677_ou
16498.86,3.0454961e-22,0,SN20088677_ou
16590.53,3.49174878e-22,0,SN20088677_ou
16682.31,3.14831863e-22,0,SN20088677_ou
16774.17,3.58058083e-22,0,SN20088677_ou
16866.09,2.9539173e-22,0,SN20088677_ou
16958.06,3.08992752e-22,0,SN20088677_ou
17050.07,3.04509347e-22,0,SN20088677_ou
17142.08,2.64124566e-22,0,SN20088677_ou
17234.08,2.53834992e-22,0,SN20088677_ou
17326.06,2.65856248e-22,0,SN20088677_ou
17418,2.3386578e-22,0,SN20088677_ou
17509.88,1.74232199e-22,0,SN20088677_ou
17601.68,1.60700294e-22,0,SN20088677_ou
17693.38,1.02906539e-22,0,SN20088677_ou
17784.98,8.57793906e-23,0,SN20088677_ou
17876.44,1.17027301e-22,0,SN20088677_ou
17967.76,9.19904081e-23,0,SN20088677_ou
18058.91,9.48009806e-23,0,SN20088677_ou
18149.89,1.45442601e-22,0,SN20088677_ou
