wavelength,flux,phase,object_id
9067.356,7.71313004e-22,-15,SN20088677_ou
9101.737,7.26845634e-22,-15,SN20088677_ou
9136.473,6.64531327e-22,-15,SN20088677_ou
9171.566,7.21915215e-22,-15,SN20088677_ou
9207.023,7.83743886e-22,-15,SN20088677_ou
9242.849,7.77915757e-22,-15,SN20088677_ou
9279.045,7.59894488e-22,-15,SN20088677_ou
9315.618,7.06277745e-22,-15,SN20088677_ou
9352.573,9.30948461e-22,-15,SN20088677_ou
9389.915,8.65211029e-22,-15,SN20088677_ou
9427.647,8.64818239e-22,-15,SN20088677_ou
9465.775,8.93270344e-22,-15,SN20088677_ou
9504.305,8.71744362e-22,-15,SN20088677_ou
9543.239,7.68212137e-22,-15,SN20088677_ou
9582.584,9.77174448e-22,-15,SN20088677_ou
9622.345,9.16777036e-22,-15,SN20088677_ou
9662.526,9.96668729e-22,-15,SN20088677_ou
9703.133,9.78665534e-22,-15,SN20088677_ou
9744.171,9.10295099e-22,-15,SN20088677_ou
9785.645,8.54206457e-22,-15,SN20088677_ou
9827.559,8.03903233e-22,-15,SN20088677_ou
9869.919,8.85565003e-22,-15,SN20088677_ou
9912.731,7.9552702e-22,-15,SN20088677_ou
9956,8.19232429e-22,-15,SN20088677_ou
9999.73,7.32055448e-22,-15,SN20088677_ou
10043.93,8.7825427e-22,-15,SN20088677_ou
10088.6,7.2474017e-22,-15,SN20088677_ou
10133.74,6.84246893e-22,-15,SN20088677_ou
10179.38,7.49284069e-22,-15,SN20088677_ou
10225.49,6.35379774e-22,-15,SN20088677_ou
10272.11,6.93016249e-22,-15,SN20088677_ou
10319.22,6.51601985e-22,-15,SN20088677_ou
10366.83,7.23627334e-22,-15,SN20088677_ou
10414.96,6.64462463e-22,-15,SN20088677_ou
10463.6,6.4721607e-22,-15,SN20088677_ou
10512.75,6.05643176e-22,-15,SN20088677_ou
10562.44,5.38457572e-22,-15,SN20088677_ou
10612.65,8.28664883e-22,-15,SN20088677_ou
10663.4,7.92204514e-22,-15,SN20088677_ou
10714.69,7.68907445e-22,-15,SN20088677_ou
10766.53,7.78313343e-22,-15,SN20088677_ou
10818.92,7.28458091e-22,-15,SN20088677_ou
10871.86,8.05413252e-22,-15,SN20088677_ou
10925.36,6.60217154e-22,-15,SN20088677_ou
10979.43,6.74024012e-22,-15,SN20088677_ou
11034.07,6.51436893e-22,-15,SN20088677_ou
11089.28,6.2064673e-22,-15,SN20088677_ou
11145.08,5.96147967e-22,-15,SN20088677_ou
11201.45,4.9009381e-22,-15,SN20088677_ou
11258.42,5.33107403e-22,-15,SN20088677_ou
11315.97,4.00035227e-22,-15,SN20088677_ou
11374.12,4.09804102e-22,-15,SN20088677_ou
11432.88,3.55278062e-22,-15,SN20088677_ou
11492.24,4.0006504e-22,-15,SN20088677_ou
11552.2,2.5958007e-22,-15,SN20088677_ou
11612.78,3.1752439e-22,-15,SN20088677_ou
11673.97,2.60642698e-22,-15,SN20088677_ou
11735.78,2.20580529e-22,-15,SN20088677_ou
11798.21,2.99743945e-22,-15,SN20088677_ou
11861.26,3.04920438e-22,-15,SN20088677_ou
11924.93,2.76321138e-22,-15,SN20088677_ou
11989.24,2.31221165e-22,-15,SN20088677_ou
12054.17,3.15213672e-22,-15,SN20088677_ou
12119.74,2.08378618e-22,-15,SN20088677_ou
12185.94,2.05337389e-22,-15,SN20088677_ou
12252.77,2.32520425e-22,-15,SN20088677_ou
12320.24,2.21888902e-22,-15,SN20088677_ou
12388.35,1.67878688e-22,-15,SN20088677_ou
12457.09,1.36939109e-22,-15,SN20088677_ou
12526.46,1.94922998e-22,-15,SN20088677_ou
12596.47,1.89525574e-22,-15,SN20088677_ou
12667.12,1.80338185e-22,-15,SN20088677_ou
12738.4,1.87721607e-22,-15,SN20088677_ou
12810.31,2.10376594e-22,-15,SN20088677_ou
12882.85,1.99891219e-22,-15,SN20088677_ou
12956.02,2.16841455e-22,-15,SN20088677_ou
13029.82,2.33567956e-22,-15,SN20088677_ou
13104.23,2.028445e-22,-15,SN20088677_ou
13179.27,2.21195639e-22,-15,SN20088677_ou
13254.91,1.98918661e-22,-15,SN20088677_ou
13331.17,2.43907714e-22,-15,SN20088677_ou
13408.04,2.15505541e-22,-15,SN20088677_ou
13485.5,1.4865955e-22,-15,SN20088677_ou
13563.56,1.83093354e-22,-15,SN20088677_ou
13642.21,1.4032774e-22,-15,SN20088677_ou
13721.43,1.84038775e-22,-15,SN20088677_ou
13801.24,2.19437072e-22,-15,SN20088677_ou
13881.6,2.01739918e-22,-15,SN20088677_ou
13962.53,1.8746801e-22,-15,SN20088677_ou
14044,1.55504414e-22,-15,SN20088677_ou
14126.02,1.63702421e-22,-15,SN20088677_ou
14208.56,1.73123591e-22,-15,SN20088677_ou
14291.63,1.08067456e-22,-15,SN20088677_ou
14375.21,8.64629417e-23,-15,SN20088677_ou
14459.28,1.48771291e-22,-15,SN20088677_ou
14543.84,1.09254976e-22,-15,SN20088677_ou
14628.88,1.24713835e-22,-15,SN20088677_ou
14714.38,1.35740407e-22,-15,SN20088677_ou
14800.33,7.26962145e-23,-15,SN20088677_ou
14886.72,8.15705905e-23,-15,SN20088677_ou
14973.53,1.1661881e-22,-15,SN20088677_ou
15060.75,1.07802652e-22,-15,SN20088677_ou
15148.36,9.55750362e-23,-15,SN20088677_ou
15236.35,6.96422626e-23,-15,SN20088677_ou
15324.7,9.60815038e-23,-15,SN20088677_ou
15413.41,9.00015383e-23,-15,SN20088677_ou
15502.44,1.03779303e-22,-15,SN20088677_ou
15591.79,8.86496074e-23,-15,SN20088677_ou
15681.44,1.47886454e-22,-15,SN20088677_ou
15771.37,8.79599094e-23,-15,SN20088677_ou
15861.56,9.04354307e-23,-15,SN20088677_ou
15952.01,1.01668608e-22,-15,SN20088677_ou
16042.68,7.52756887e-23,-15,SN20088677_ou
16133.56,9.01824398e-23,-15,SN20088677_ou
16224.64,1.09374466e-22,-15,SN20088677_ou
16315.9,7.12422745e-23,-15,SN20088677_ou
16407.31,7.52050447e-23,-15,SN20088677_ou
16498.86,7.05520149e-23,-15,SN20088677_ou
16590.53,1.15558013e-22,-15,SN20088677_ou
16682.31,9.18057578e-23,-15,SN20088677_ou
16774.17,1.2145146e-22,-15,SN20088677_ou
16866.09,7.8674701e-23,-15,SN20088677_ou
16958.06,8.76352648e-23,-15,SN20088677_ou
17050.07,7.07338189e-23,-15,SN20088677_ou
17142.08,5.0855171e-23,-15,SN20088677_ou
17234.08,6.07626171e-23,-15,SN20088677_ou
17326.06,8.85434393e-23,-15,SN20088677_ou
17418,6.98764533e-23,-15,SN20088677_ou
17509.88,6.46767366e-23,-15,SN20088677_ou
17601.68,6.5207539e-23,-15,SN20088677_ou
17693.38,3.71392306e-23,-15,SN20088677_ou
17784.98,4.86641698e-23,-15,SN20088677_ou
17876.44,7.78381172e-23,-15,SN20088677_ou
17967.76,7.91180598e-23,-15,SN20088677_ou
18058.91,7.59497861e-23,-15,SN20088677_ou
18149.89,1.11007295e-22,-15,SN20088677_ou
