wavelength,flux,phase,object_id
15591.79,2.19145408e-22,7,SN20088677_ou
15681.44,2.67188173e-22,7,SN20088677_ou
15771.37,1.97768969e-22,7,SN20088677_ou
15861.56,1.68794095e-22,7,SN20088677_ou
15952.01,1.85774635e-22,7,SN20088677_ou
16042.68,1.60356616e-22,7,SN20088677_ou
16133.56,1.59596734e-22,7,SN20088677_ou
16224.64,2.00381045e-22,7,SN20088677_ou
16315.9,1.48254177e-22,7,SN20088677_ou
16407.31,1.44927771e-22,7,SN20088677_ou
16498.86,1.11223329e-22,7,SN20088677_ou
16590.53,1.58595663e-22,7,SN20088677_ou
16682.31,1.40400997e-22,7,SN20088677_ou
16774.17,1.89097179e-22,7,SN20088677_ou
16866.09,1.56093435e-22,7,SN20088677_ou
16958.06,1.8068517e-22,7,SN20088677_ou
17050.07,1.94961545e-22,7,SN20088677_ou
17142.08,1.76844477e-22,7,SN20088677_ou
17234.08,2.02048381e-22,7,SN20088677_ou
17326.06,2.38463362e-22,7,SN20088677_ou
17418,2.12440065e-22,7,SN20088677_ou
17509.88,1.52078978e-22,7,SN20088677_ou
17601.68,1.60483692e-22,7,SN20088677_ou
17693.38,1.14148337e-22,7,SN20088677_ou
17784.98,1.17729059e-22,7,SN20088677_ou
17876.44,1.48436523e-22,7,SN20088677_ou
17967.76,1.43188099e-22,7,SN20088677_ou
18058.91,1.85023009e-22,7,SN20088677_ou
18149.89,2.08285583e-22,7,SN20088677_ou
