object_id,wavelength,flux,flux_err,phase
1209532,7450.550049,-1.43833507e-17,1.87434991e-17,35.356077
1209532,7469.750000,-8.60273048e-18,5.06801154e-18,35.356077
1209532,7489.099854,2.53531065e-18,1.68033335e-18,35.356077
1209532,7508.549805,-2.34349030e-19,8.12263444e-19,35.356077
1209532,7528.149902,-2.71444927e-19,5.25595059e-19,35.356077
1209532,7547.949951,-5.85656643e-19,4.23507452e-19,35.356077
1209532,7567.899902,-3.19081044e-19,3.85698190e-19,35.356077
1209532,7587.949951,1.53782039e-19,3.76151026e-19,35.356077
1209532,7608.149902,3.02918245e-19,3.67946764e-19,35.356077
1209532,7628.549805,-3.05221277e-20,3.64258392e-19,35.356077
1209532,7649.099854,3.94101078e-19,3.58681773e-19,35.356077
1209532,7669.750000,-3.74997781e-19,3.54844353e-19,35.356077
1209532,7690.600098,-2.21304030e-20,3.48725336e-19,35.356077
1209532,7711.650146,4.53224562e-19,3.46912156e-19,35.356077
1209532,7732.800049,4.93181470e-19,3.43286675e-19,35.356077
1209532,7754.099854,1.45678991e-19,3.38535427e-19,35.356077
1209532,7775.599854,-2.10150404e-19,3.35207861e-19,35.356077
1209532,7797.300049,-1.08811306e-19,3.29633180e-19,35.356077
1209532,7819.150146,3.17069392e-19,3.23389492e-19,35.356077
1209532,7841.199951,-4.89661403e-19,3.17055175e-19,35.356077
1209532,7863.449951,1.31871666e-19,3.12238373e-19,35.356077
1209532,7885.850098,-4.11739955e-19,3.08605086e-19,35.356077
1209532,7908.400146,-7.71753825e-20,3.03393667e-19,35.356077
1209532,7931.150146,1.59432025e-21,3.00425148e-19,35.356077
1209532,7954.100098,1.17199266e-19,2.97201600e-19,35.356077
1209532,7977.199951,1.22779233e-19,2.93667548e-19,35.356077
1209532,8000.549805,-3.25776968e-19,2.89044461e-19,35.356077
1209532,8024.099854,5.89136902e-20,2.84998669e-19,35.356077
1209532,8047.800049,-1.88783864e-19,2.81032183e-19,35.356077
1209532,8071.750000,3.44961587e-19,2.75873963e-19,35.356077
1209532,8095.899902,-3.47782479e-19,2.72648398e-19,35.356077
1209532,8120.199951,3.89121580e-19,2.68494116e-19,35.356077
1209532,8144.750000,1.92917505e-19,2.65219876e-19,35.356077
1209532,8169.550049,-1.42753699e-20,2.62666757e-19,35.356077
1209532,8194.500000,-2.17190642e-19,2.60534622e-19,35.356077
1209532,8219.649902,2.20002617e-19,2.58628410e-19,35.356077
1209532,8245.100098,-1.23396361e-19,2.55480652e-19,35.356077
1209532,8270.750000,9.77964329e-20,2.53654676e-19,35.356077
1209532,8296.599609,-2.71217142e-19,2.49639516e-19,35.356077
1209532,8322.699707,4.01682427e-20,2.45661475e-19,35.356077
1209532,8349.049805,9.41379358e-20,2.40692213e-19,35.356077
1209532,8375.649902,2.61551046e-19,2.36819069e-19,35.356077
1209532,8402.450195,-3.70804357e-20,2.33418685e-19,35.356077
1209532,8429.500000,1.99519415e-19,2.31386612e-19,35.356077
1209532,8456.799805,-6.74404295e-20,2.28955477e-19,35.356077
1209532,8484.350098,3.18304916e-19,2.23454235e-19,35.356077
1209532,8512.200195,2.87197290e-19,2.20114545e-19,35.356077
1209532,8540.300293,-4.39204316e-19,2.17347419e-19,35.356077
1209532,8568.600098,2.21321802e-20,2.14357200e-19,35.356077
1209532,8597.199707,-9.63878607e-20,2.09896021e-19,35.356077
1209532,8626.099609,1.05455188e-19,2.08484372e-19,35.356077
1209532,8655.250000,2.53150768e-19,2.05137509e-19,35.356077
1209532,8684.650391,-1.83821278e-20,2.01717776e-19,35.356077
1209532,8714.350098,1.11381343e-19,2.01197053e-19,35.356077
1209532,8744.350098,1.42024197e-19,1.99907750e-19,35.356077
1209532,8774.650391,2.28478349e-19,1.97398511e-19,35.356077
1209532,8805.250000,3.24911065e-19,1.93250368e-19,35.356077
1209532,8836.149902,3.50685444e-19,1.88912193e-19,35.356077
1209532,8867.350098,-4.40059634e-20,1.86970258e-19,35.356077
1209532,8898.850098,1.27692685e-19,1.87047987e-19,35.356077
1209532,8930.649902,1.57666480e-19,1.85365178e-19,35.356077
1209532,8962.750000,-4.93502868e-20,1.80950657e-19,35.356077
1209532,8995.250000,-2.49391013e-20,1.75497327e-19,35.356077
1209532,9028.049805,-2.40106544e-19,1.73344693e-19,35.356077
1209532,9061.149902,2.12510118e-19,1.72487747e-19,35.356077
1209532,9094.600098,1.87017976e-20,1.72149507e-19,35.356077
1209532,9128.400391,2.71011252e-19,1.70590001e-19,35.356077
1209532,9162.550293,1.85785218e-19,1.66649764e-19,35.356077
1209532,9197.050293,9.01644510e-20,1.60857070e-19,35.356077
1209532,9231.900391,-7.41062193e-20,1.56432132e-19,35.356077
1209532,9267.100098,8.18474472e-20,1.54298937e-19,35.356077
1209532,9302.699707,-2.07762696e-19,1.54216413e-19,35.356077
1209532,9338.699707,3.74039085e-20,1.55425996e-19,35.356077
1209532,9375.049805,3.87348544e-19,1.55489172e-19,35.356077
1209532,9411.750000,9.67722476e-20,1.53934926e-19,35.356077
1209532,9448.850098,9.17501821e-20,1.50708521e-19,35.356077
1209532,9486.399902,-3.60210863e-21,1.45998205e-19,35.356077
1209532,9524.350098,1.41248392e-19,1.42913778e-19,35.356077
1209532,9562.650391,4.31316044e-20,1.40643762e-19,35.356077
1209532,9601.400391,-8.56787458e-21,1.40242075e-19,35.356077
1209532,9640.600098,1.09604882e-19,1.35933343e-19,35.356077
1209532,9680.199707,-5.84498552e-20,1.34984748e-19,35.356077
1209532,9720.199707,1.77921412e-20,1.33178185e-19,35.356077
1209532,9760.649902,6.87788966e-21,1.31300873e-19,35.356077
1209532,9801.600098,3.24289076e-19,1.28692811e-19,35.356077
1209532,9842.950195,-6.12929654e-20,1.27413124e-19,35.356077
1209532,9884.750000,1.05260562e-19,1.24489687e-19,35.356077
1209532,9927.049805,2.68229211e-19,1.22674517e-19,35.356077
