object_id,wavelength,flux,flux_err,phase
452808,7450.550049,-1.18560014e-18,1.87426785e-17,15.326952
452808,7469.750000,-3.51073609e-18,5.06805124e-18,15.326952
452808,7489.099854,5.37547147e-19,1.68039001e-18,15.326952
452808,7508.549805,-6.55530942e-20,8.14028596e-19,15.326952
452808,7528.149902,3.55157053e-19,5.27637006e-19,15.326952
452808,7547.949951,4.79165256e-19,4.25715430e-19,15.326952
452808,7567.899902,-2.93835078e-19,3.88478680e-19,15.326952
452808,7587.949951,5.98628438e-19,3.78561043e-19,15.326952
452808,7608.149902,5.14479923e-19,3.70473129e-19,15.326952
452808,7628.549805,-1.14371536e-19,3.66115800e-19,15.326952
452808,7649.099854,7.12029316e-20,3.62057471e-19,15.326952
452808,7669.750000,5.52700243e-20,3.57567405e-19,15.326952
452808,7690.600098,1.18032961e-19,3.51119920e-19,15.326952
452808,7711.650146,-6.36247061e-19,3.47183600e-19,15.326952
452808,7732.800049,4.89353588e-19,3.42403091e-19,15.326952
452808,7754.099854,3.26298427e-19,3.34388461e-19,15.326952
452808,7775.599854,3.84571182e-19,3.30091050e-19,15.326952
452808,7797.300049,3.42253940e-19,3.25296401e-19,15.326952
452808,7819.150146,-1.66742654e-19,3.21829455e-19,15.326952
452808,7841.199951,-6.69329349e-20,3.17197657e-19,15.326952
452808,7863.449951,3.83983056e-19,3.14544217e-19,15.326952
452808,7885.850098,2.58258764e-19,3.10741667e-19,15.326952
452808,7908.400146,-8.67123823e-21,3.05463376e-19,15.326952
452808,7931.150146,-1.06458894e-19,3.01788497e-19,15.326952
452808,7954.100098,-1.53030675e-19,2.98922523e-19,15.326952
452808,7977.199951,2.55576889e-19,2.95236555e-19,15.326952
452808,8000.549805,-2.45312786e-20,2.91243082e-19,15.326952
452808,8024.099854,3.74421107e-19,2.86777185e-19,15.326952
452808,8047.800049,2.25484705e-19,2.82956257e-19,15.326952
452808,8071.750000,-4.64866198e-19,2.78540276e-19,15.326952
452808,8095.899902,-2.18665092e-19,2.75836920e-19,15.326952
452808,8120.199951,-2.33665650e-19,2.71864179e-19,15.326952
452808,8144.750000,3.82405675e-19,2.67487825e-19,15.326952
452808,8169.550049,-1.03354150e-19,2.63807620e-19,15.326952
452808,8194.500000,3.17561978e-19,2.59434627e-19,15.326952
452808,8219.649902,-1.12162253e-19,2.55714123e-19,15.326952
452808,8245.100098,-9.11358777e-20,2.52032162e-19,15.326952
452808,8270.750000,-3.87260268e-19,2.50165137e-19,15.326952
452808,8296.599609,9.30416146e-21,2.46742393e-19,15.326952
452808,8322.699707,1.20783595e-19,2.44001375e-19,15.326952
452808,8349.049805,1.50303060e-19,2.39555460e-19,15.326952
452808,8375.649902,1.21817428e-19,2.36770783e-19,15.326952
452808,8402.450195,-2.92145691e-19,2.34205127e-19,15.326952
452808,8429.500000,2.07591340e-19,2.31209983e-19,15.326952
452808,8456.799805,4.12473709e-20,2.29214850e-19,15.326952
452808,8484.350098,-3.22607677e-19,2.25208633e-19,15.326952
452808,8512.200195,1.66984540e-19,2.22866368e-19,15.326952
452808,8540.300293,1.66784957e-19,2.20995208e-19,15.326952
452808,8568.600098,-8.18964463e-21,2.18678482e-19,15.326952
452808,8597.199707,1.57007087e-19,2.14001176e-19,15.326952
452808,8626.099609,1.90048972e-19,2.10973294e-19,15.326952
452808,8655.250000,-2.27765758e-19,2.07178448e-19,15.326952
452808,8684.650391,2.24181843e-19,2.03096557e-19,15.326952
452808,8714.350098,-5.81255551e-20,2.00029863e-19,15.326952
452808,8744.350098,2.79593897e-19,1.97835249e-19,15.326952
452808,8774.650391,2.30899584e-19,1.95523072e-19,15.326952
452808,8805.250000,9.16043204e-20,1.92970135e-19,15.326952
452808,8836.149902,1.96400117e-19,1.90693229e-19,15.326952
452808,8867.350098,-1.30840974e-19,1.88713644e-19,15.326952
452808,8898.850098,3.55097780e-19,1.85178998e-19,15.326952
452808,8930.649902,1.80192365e-19,1.82753407e-19,15.326952
452808,8962.750000,2.55032811e-19,1.79944082e-19,15.326952
452808,8995.250000,-2.23401894e-21,1.76589477e-19,15.326952
452808,9028.049805,-9.25131140e-20,1.75073449e-19,15.326952
452808,9061.149902,-2.27963920e-19,1.73361094e-19,15.326952
452808,9094.600098,3.44817476e-20,1.71079459e-19,15.326952
452808,9128.400391,1.34583694e-19,1.69083705e-19,15.326952
452808,9162.550293,8.36020394e-20,1.66968591e-19,15.326952
452808,9197.050293,-1.44923189e-22,1.63717021e-19,15.326952
452808,9231.900391,4.14276511e-20,1.61303670e-19,15.326952
452808,9267.100098,7.12382807e-20,1.58856418e-19,15.326952
452808,9302.699707,-7.05075426e-21,1.56068367e-19,15.326952
452808,9338.699707,1.80762849e-19,1.54086300e-19,15.326952
452808,9375.049805,3.67330179e-19,1.51682875e-19,15.326952
452808,9411.750000,1.73070185e-19,1.50026084e-19,15.326952
452808,9448.850098,2.32233309e-19,1.47964349e-19,15.326952
452808,9486.399902,1.80539639e-19,1.45063271e-19,15.326952
452808,9524.350098,2.81962425e-19,1.43444143e-19,15.326952
452808,9562.650391,3.14669690e-19,1.41822184e-19,15.326952
